"ArticleTitle","Summary","Link","Timestamp","Category","ArticleStory","Label"
"Alpine Beer launches Willy Vanilly in glass bottles","Craft brewery Alpine Beer Co. introduced its fan-favorite Willy Vanilly Ale to consumers nationwide in 12-ounce glass bottles. A vanilla-spiced American wheat ale, Willy Vanilly previously was a draft-only offering exclusively served in the Alpine Beer Co. tasting room and restaurant in San Diego.","http://www.bevindustry.com/articles/89526-alpine-beer-launches-willy-vanilly-in-glass-bottles","Mon, 15 Aug 2016 08:46:00 -0400","NA","Alpine Beer launches Willy Vanilly in glass bottlesCraft brewery Alpine Beer Co. introduced its fan-favorite Willy Vanilly Ale to consumers nationwide in 12-ounce glass bottles. A vanilla-spiced American wheat ale, Willy Vanilly previously was a draft-only offering exclusively served in the Alpine Beer Co. tasting room and restaurant in San Diego. Willy Vanilly now will be sold as a year-round beer in six-packs across the country, the company says. Brewmaster Patrick McIllhenney added vanilla to enhance the flavors in the company s mildly-hopped American Wheat Ale, Willy. In doing so, McIllhenney was hoping to develop a gateway  beer for those just beginning to explore the world of craft beer, but found that the balanced flavor profile of Willy Vanilly appeals to craft beer aficionados and novices alike, it adds.","F&B"
"Hansen s, Blue Sky launch refreshed packaging redesign","Hansen s and Blue Sky sodas have relaunched with new branding and fresh packaging.","http://www.bevindustry.com/articles/89527-hansens-blue-sky-launch-refreshed-packaging-redesign","Mon, 15 Aug 2016 08:45:00 -0400","NA","Hansen s, Blue Sky launch refreshed packaging redesignHansen s and Blue Sky sodas have relaunched with new branding and fresh packaging. Hansen s Sodas packaging now features a throwback logo and glass packaging that nods to the brand s 40-year-old roots in Southern California, along with a new tag line,  This is What Original Tastes Like.  Blue Sky Sodas unveiled new branding and a new tag line,  Rooted in Real. ","F&B"
"Marley Beverage Co. launches Mellow Mood in cans","In conjunction with a major rebranding effort, Marley Beverage Co. released all-new, redesigned packaging to reflect the premium, high-quality formulations inside, it says.","http://www.bevindustry.com/articles/89528-marley-beverage-co-launches-mellow-mood-in-cans","Mon, 15 Aug 2016 08:44:00 -0400","NA","Marley Beverage Co. launches Mellow Mood in cansIn conjunction with a major rebranding effort, Marley Beverage Co. released all-new, redesigned packaging to reflect the premium, high-quality formulations inside, it says. The company revamped the packaging for its Mellow Mood line, replacing the glass bottles that were previously used and introducing more sustainable,  16-ounce aluminum cans. The new packaging features the company s new corporate medallion, which incorporates an illustration of a youthful, spirited portrait of Bob Marley, which was provided by the Marley family and interpreted by millennial artist Miles Tsang, the company says. The illustration conjures a sense of purity and vigor reflecting the ingredients inside the can and Bob Marley s passion for life, the company says. Additionally, the new logo redesign includes a wave-like motion, representing the positive energy that generations of consumers associate with Bob Marley s legacy as well as the beverage s relaxation functionality, it adds.","F&B"
"Wicked Dolphin launches rums in larger bottles","In partnership with Republic National Distributors, Wicked Dolphin Distillery announced it is releasing a new line of larger-sized bottles, which will offer consumers greater value, it says.","http://www.bevindustry.com/articles/89529-wicked-dolphin-launches-rums-in-larger-bottles","Mon, 15 Aug 2016 08:43:00 -0400","NA","Wicked Dolphin launches rums in larger bottlesIn partnership with Republic National Distributors, Wicked Dolphin Distillery announced it is releasing a new line of larger-sized bottles, which will offer consumers greater value, it says. Consumers can find four Wicked Dolphin rum varietals   Crystal, Coconut, Gold and Black   packaged in 750-ml, 1- and 1.75-liter bottles at several retailers,  including ABC, Publix, Total Wines & Spirits, Winn Dixie, and more, the company says.  Now that our volume has grown, we are able to compete with the larger foreign brands,  said JoAnn Elardo, founder of Wicked Dolphin, in a statement.  Now you can purchase a larger size, award-winning handcrafted Florida rum at a greater value. ","F&B"
"Truly Spiked & Sparkling launches variety pack","The Boston Beer Co. s Truly Spiked & Sparkling spiked sparkling water brand announced the launch of a new variety 12-pack of slim cans.","http://www.bevindustry.com/articles/89530-truly-spiked-sparkling-launches-variety-pack","Mon, 15 Aug 2016 08:42:00 -0400","NA","Truly Spiked & Sparkling launches variety packThe Boston Beer Co. s Truly Spiked & Sparkling spiked sparkling water brand announced the launch of a new variety 12-pack of slim cans. The variety pack includes four cans of each of the line s three flavors: Colima Line, Grapefruit & Pomelo, and Pomegranate. Made with simple ingredients and no artificial flavors or sweeteners, Truly Spiked & Sparkling contains 100 calories and 2 grams of carbohydrates in each 12-ounce can. The variety packs are available  year-round for a suggested retail price of $15.99.","F&B"
"David Nicholson Whiskey launches packaging redesign for two bourbons","David Nicholson Whiskey, a brand of Luxco, unveiled a brand refresh for its David Nicholson 1843 Kentucky Straight Bourbon Whiskey and its new David Nicholson Reserve Kentucky Straight Bourbon Whiskey. The brand, which dates back to 1843, now is offering its 100-proof, ultra-premium bourbon in an updated and upscale package for both variants, it says.","http://www.bevindustry.com/articles/89531-david-nicholson-whiskey-launches-packaging-redesign-for-two-bourbons","Mon, 15 Aug 2016 08:41:00 -0400","NA","David Nicholson Whiskey launches packaging redesign for two bourbonsDavid Nicholson Whiskey, a brand of Luxco, unveiled a brand refresh for its David Nicholson 1843 Kentucky Straight Bourbon Whiskey and its new David Nicholson Reserve Kentucky Straight Bourbon Whiskey. The brand, which dates back to 1843, now is offering its 100-proof, ultra-premium bourbon in an updated and upscale package for both variants, it says. The refreshed packaging includes a sleeker, contemporary 750-ml glass bottle; a cleaner label design; the addition of a natural cork; and embossing on the shoulder of the bottle, it adds.  David Nicholson 1843 is still made according to the original recipe and offers a smooth, wheated Kentucky Straight Bourbon Whiskey with hints of vanilla and oak,  said Fletch Buchman, brand manager at Luxco, in a statement.  For David Nicholson Reserve, with the rye mash bill, we achieved a more complex toasted rich flavor and a spicier bourbon.  David Nicholson Reserve has a suggested retail price ranging between $34.99 and $39.99, while David Nicholson 1843 retails between $29.99 and $34.99.","F&B"
"Jones Soda Co. launches variety pack","Jones Soda Co. released a Birthday Party-themed variety pack featuring its limited-edition Birthday Cake flavor. To celebrate Jones Soda s 20th birthday, the limited-edition flavor was part of a year-long celebration, while the variety pack exclusively is available at Sam s Club locations in select states, retailing for $9.98.","http://www.bevindustry.com/articles/89532-jones-soda-co-launches-variety-pack","Mon, 15 Aug 2016 08:40:00 -0400","NA","Jones Soda Co. launches variety packJones Soda Co. released a Birthday Party-themed variety pack featuring its limited-edition Birthday Cake flavor. To celebrate Jones Soda s 20th birthday, the limited-edition flavor was part of a year-long celebration, while the variety pack exclusively is available at Sam s Club locations in select states, retailing for $9.98. The 12-pack of 12-ounce bottles contains three bottles of four flavors: Birthday Cake, Green Apple, Berry Lemonade and Cream Soda flavors. ""With continued success of the Jones Birthday Cake flavor, we are happy to offer our first variety pack with this flavor in time for the summer and birthday party celebration season,  said Chad Kennedy, senior vice president of sales, in a statement.  This makes for a truly unique pack for birthday celebrations that we are pleased to offer through one of our great retail partners. ","F&B"
"Immunity supporting beverages proliferate","As the saying goes,  a cold is nothing to sneeze at.  However, that might not be the case based on a national Career Builder survey conducted by Harris Poll. According to the survey, 54 percent of employees stated they went into work when sick because they felt the work wouldn t get done otherwise.","http://www.bevindustry.com/articles/89533-immunity-supporting-beverages-proliferate","Mon, 15 Aug 2016 08:38:00 -0400","NA","Immunity supporting beverages proliferateAs the saying goes,  a cold is nothing to sneeze at.  However, that might not be the case based on a national Career Builder survey conducted by Harris Poll. According to the survey, 54 percent of employees stated they went into work when sick because they felt the work wouldn t get done otherwise. Further, nearly half (48 percent) said that they couldn t afford to miss a day of pay, according to data from the survey, which was conducted online from Aug. 12 to Sept. 2, 2015, and included a representative sample of 3,321 full-time workers and 2,326 hiring managers and human resource professionals across industries and company sizes.

With such a high percentage of the labor force indicating that they are willing to work even when under the weather, it makes staying healthy that much more important.

 The market for immune-health products has seen significant growth in the past decade   both across multiple immune health market segments (sports nutrition, healthy aging, and moms and children) and from a reactive and proactive healthcare approach,  says Donald J. Cox, senior vice president of research and development for Wellmune, a division of Beloit, Wis.-based Kerry s nutrition and general wellness portfolio.  As shown by a 2015 Canadean (formerly Datamonitor) study with nearly 28,000 consumers in over 30 markets, immune health was the No. 2 most desired functional benefit consumers want in a food or beverage. This is second only to general health and wellness. 

Mike Bush, president of Cleveland-based Ganeden and executive board president of the International Probiotics Association, also notes how relevant immune health is to today s consumers.  Consumers are looking for functional foods and beverages that provide additional health benefits, immune support included,  he says.  A recent consumer survey conducted found that out of respondents who did not typically purchase beverages, healthy consumers would be at least 29 percent more likely to purchase new beverages if they claimed immune support. Food and beverage manufacturers are responding with new, healthy products that include benefits like immune support. 

Bush notes that there are a few consumer trends contributing to this shift.  Consumers are becoming more proactively health conscious but also experiencing pill fatigue,  he says.  Functional beverages give them the opportunity to get the health benefits they re looking for in products that are easy to incorporate in a daily routine. 

Although functional food and beverage development that targets immune health is on the rise, there still is much more in the pipeline,  experts note.

 While immune/digestive health products are a large and growing business across the globe, what s interesting is that the growth of functional foods, beverages and supplements may still be in its early stages,  Kerry s Cox says.  This is because consumers  search for products created to provide specific health benefits is a recent phenomenon. Twenty years ago consumers focused absent nutritional negatives (low sodium, refined sugar, artificial sweeteners). They ve since come to accept the presence of nutritional positives (calcium, fiber) but now are seeking targeted functional benefits (immune health, heart health, energy, digestion).

 Driving this shift are consumers who are taking a long-term approach to their health, moving from reactive, short-term fixes to a more proactive, preventative approach,  he continues.  As [previously] mentioned, with long-term immune health at the forefront of consumers  concerns, an unmet demand for innovative products that can deliver proactively and proven immune health benefits is driving the growing functional food, beverage and supplement markets. 

Cox notes that because of consumers on-the-go lifestyles, consumer packaged goods (CPG) that carry an immune health claim will fit in with the current trends of functional products.

 We see interest in the development of immune products spanning across food, beverage and supplement categories including sports nutrition, healthy aging, children s health and stress, including products like [ready-to-drink] (RTD) beverages, effervescent, shots, powdered mixes, etc.,  he says.

With a demand for products that support a healthy immune system, beverage-makers are turning to ingredient suppliers to guide them in fulfilling this need state.

Cox notes that formulation can be a key component of product differentiation for consumers. As such, beverage-makers are asking what ingredients can be used to develop these immune-health products and how they will help meet consumer demands.

 What will lead the charge for meeting consumer demand is a product that includes functional ingredients backed by credible research, which offers simple product claims that resonate with consumers,  he says.  This is because more often than not, many functional ingredients fail to convey compelling claims that set them apart from other immune-boosting products. 

To fulfill this need, Kerry bolstered its nutrition portfolio when it purchased Wellmune last year. A natural immune system booster, Wellmune is a 100 percent natural food, beverage, and supplement ingredient, the company says.

 Wellmune is one of the best immune-support ingredients documented for all life stages and can be formulated into most products,  Cox says.  Wellmune is a natural beta 1,3/1,6 glucan derived from the cell wall of a highly purified, proprietary strain of baker s yeast. Wellmune is a nutritional ingredient found in food, beverages and supplements in over 60 countries globally, is safe for everyday use and has the ability to boost immune function without over stimulating the immune system. 

Most recently, Juxx launched X-mune in Brazil. The juice beverage contains several fruits and vegetables as well as Wellmune. However, brand owners aren t limited to only immune-boosting functionality.

 We get requests not only for standalone immune health products but multi-function products that offer several benefits,  Cox explains.  Whether it is a single benefit (immune enhancement) and/or products offering a combination of immunity and other benefits, combining Wellmune with other ingredients such as protein or probiotics gives product manufactures a competitive advantage within their market by providing more function within a single product. 

Ganeden s Bush also notes the value that probiotics can add to formulations.  Many people don t realize that 70 percent of our immune cells are located in our digestive system, which means digestive balance impacts immune health,  he says.  The immune cells in your digestive tract are exposed to, in some cases, thousands of species of naturally occurring bacteria   both good and bad. It s important to keep a healthy level of beneficial bacteria to maintain digestive health, which, in turn, supports immune health. 

To support the digestive system, the company offers its GanedenBC30, which contains the patented probiotic bacillus coagulans GBI-30, 6086.  Thanks to our patented and science-backed probiotic strain, GanedenBC30, consumers can now conveniently get their daily dose of probiotics through everyday beverages,  Bush explains.  Research shows that GanedenBC30 is an excellent probiotic choice with immune benefits. When the body is presented with various antigens, GanedenBC30 has been shown in studies to help the body defend itself and support immune health. Multiple studies show that GanedenBC30 positively affects a large number of blood markers in the body that correlate to positive immune modulation. 

Although immune health products are in demand, beverage companies as well as ingredient suppliers understand that the product will only be successful if it can back up its claims.

 In general, efficacy and stability are concerns in probiotic products, so beverage manufacturers should make sure to work with ingredient companies that have the science behind their claims and provide testing and formulation assistance,  Bush says.

To ensure the efficacy and stability of its partners  products, Ganeden performs detailed lab testing that studies the manufacturing of these products and the performance of GanedenBC30 within them, to ensure that it remains beneficial to consumers.

 With thousands of products tested over the years, Ganeden works with its partners to ensure best-of-class stability in a variety of products,  Bush says.

For example, GanedenBC30 features a structure and protective spore that allows it to survive most manufacturing processes, tout a three-year shelf life and transport through the digestive tract, he says.

 GanedenBC30 is a spore-forming strain, and its stability makes it extremely easy to formulate with,  Bush explains.  This allows it to be added into virtually any beverage from any category. Shelf-stable beverages can be a challenge, but we have found solutions to provide probiotic benefits through dispenser caps, straws and other technologies. 

Kerry also recognizes the importance that efficacy plays in its Wellmune ingredient.

 It is quite simple: Successful functional food, beverage and supplement products start with safe, efficacious ingredients supported by numerous peer-reviewed clinical studies,  Cox says.

He adds that when evaluating the efficacy of an ingredient, a beverage formulator should ask the following questions:

For Wellmune , the ingredient has been tested in numerous peer-reviewed clinical studies that have shown its ability to enhance key immune functions, improve overall physical health, maintain healthy energy levels, help maintain health during times of stress and provide immune support as people age, it says.

 Our latest clinical study, which was recently published in the Journal of Nutrition & Food Sciences, demonstrates Wellmune s ability to help keep children significantly healthier by decreasing episodes of common childhood illnesses and symptoms of illness such as upper respiratory tract infection symptoms (URTI),  Cox says.

Going forward, ingredient suppliers anticipate that ingredients that support immune health will continue to proliferate throughout the CPG market, especially beverages.

 There are many opportunities on the horizon for healthy beverages and immune health,  Ganeden s Bush says.  As consumers become more educated on the health benefits they can receive through everyday drinks, we feel that demand will continue to increase for these types of ingredients. Consumers will become better at reading labels, pushing for healthier options with clean ingredients that are science-backed and shown to have benefits. In the coming months Ganeden will be introducing new ingredients that are focused around this specific area and we will keep you posted as we announce progress. ","F&B"
"Ingredient companies highlight studies, new partnerships","Minneapolis-based  Cargill  announced that its primary market research data FATitudes &mdash; the consumer perspective of fat and oils in North America &mdash; has found that after sugar, fat is the second-most important ingredient consumers are monitoring on food product labels.","http://www.bevindustry.com/articles/89550-ingredient-companies-highlight-studies-new-partnerships","Mon, 15 Aug 2016 08:37:00 -0400","NA"," ","F&B"
"Welch s releases juice powder","With a mission to harness the goodness of the Concord grape for myriad new applications, Welch s Global Ingredients Group launched FruitWorx Concord Grape Juice Powder.","http://www.bevindustry.com/articles/89534-welchs-releases-juice-powder","Mon, 15 Aug 2016 08:37:00 -0400","NA","Welch s releases juice powderWith a mission to harness the goodness of the Concord grape for myriad new applications, Welch s Global Ingredients Group launched FruitWorx Concord Grape Juice Powder. The powder is made with a proprietary dehydration process that gently removes all of the water from the fruit juice but captures its natural wholesomeness and retains its bold flavor and rich purple color, according to the company. The resulting product is a free-flowing, soluble, low water activity powder, ideal for adding a unique and compelling twist to a host of applications, including dry beverages such as tea blends and coffee. FruitWorx Concord Grape Juice Powder is made with real fruit juice. It also delivers natural fruit sugars, is free from artificial colors, flavors or preservatives, and is non-GMO. In addition, it delivers the same kind of polyphenols found in Welch s 100% Grape Juice, the company says.","F&B"
"Popeyes gains market share, but same-store sales slow"," 

        
        
                
                Operator downgrades guidance after second-quarter same-store sales weaken
                
     
 Operator downgrades guidance after second-quarter same-store sales weaken 


  read more  ","http://nrn.com/finance/popeyes-gains-market-share-same-store-sales-slow","Tue, 16 Aug 2016 20:57:00 +0000","Finance","Popeyes gains market share, but same-store sales slowPopeyes Louisiana Kitchen Inc. lowered its guidance for the year after domestic same-store sales slowed in the second quarter, the company said Tuesday.

Domestic same-store sales were flat for the July 10-ended quarter, compared with a 7.9-percent increase a year ago.

But the Atlanta-based operator said it continued to grow its market share within the quick-service chicken segment to a record high of 26.6 percent.

As a result, Popeyes downgraded its same-store sales estimate for the year, projecting growth of 1 percent to 2 percent, a decrease from previous guidance of 2 percent to 3 percent.

Cheryl Bachelder, Popeyes CEO, said slower sales were consistent with the sector.

 We remain highly confident that our bold, long-term goals are achievable,  Bachelder said.

Popeyes has implemented new field visit protocols to advance operational improvements, and is investing in new technologies, she said.

Net income was $10.3 million, or 47 cents per share, compared with $10.3 million, or 44 cents per share a year ago. Revenue for the quarter increased 3.9 percent, to $61.7 million.

The chain ended the quarter with 2,594 company-operated and franchised restaurants.

For the year, 200 to 235 restaurants new openings are expected, including 85 to 100 international locations.

Contact Lisa Jennings at lisa.jennings@penton.com

 Follow her on Twitter: @livetodineout","Restaurants and Food Services"
"Buffalo Wild Wings looks for new growth avenues"," 

        
        
                
                Company targets both urban areas and rural regions after same-store sales stumble
                
     
 Company targets both urban areas and rural regions after same-store sales stumble
 


  read more  ","http://nrn.com/finance/buffalo-wild-wings-looks-new-growth-avenues","Tue, 16 Aug 2016 20:22:00 +0000","Casual Dining","Buffalo Wild Wings looks for new growth avenuesBuffalo Wild Wings Inc. has grown revenue by 24 percent a year over the past five years thanks to a steady diet of new locations and improving same-store sales.

But as the Minneapolis-based chicken-wing chain fills out its market in the U.S., and as same-store sales that once consistently rose stumble this year, the company is looking toward new avenues.

Specifically, Buffalo Wild Wings is targeting urban areas to reach younger consumers moving away from the suburbs, and rural areas where its sports bars haven t reached yet.

In addition, the company is looking at international markets, where it has relatively few locations, but where its potential is far greater than in the U.S.

 International franchising will someday be a bigger part of our growth strategy than domestic Buffalo Wild Wings,  CEO Sally Smith told analysts during the company s Analyst Day presentation Tuesday in Denver.

The presentation comes at a critical juncture for Buffalo Wild Wings. Same-store sales, which had been rising for years, even as casual-dining competitors struggled, have fallen for two straight quarters. That includes a 2.1-percent decline at company-owned restaurants in the second quarter ended June 26.

Investors have started to put pressure on the chain, too. Last month, the activist investor Marcato Capital Management revealed that it had taken a position in the company. That has since helped generate enthusiasm for Buffalo Wild Wings stock, as investors anticipated major changes at the company   its stock rose more than 26 percent at one point in the days after Marcato s filing.

But investors didn t get all they wanted from Buffalo Wild Wings on Tuesday   the company s stock fell more than 2 percent. Buffalo Wild Wings did announce plans to borrow more money and buy back another $300 million in its own stock in a bid to drive up the share price. That comes on top of $75 million already remaining in a previously approved $200 million share buyback.

Executives also said Tuesday that they would explore paying dividends to investors.

 Our stores are generating cash flow beyond what s required for growth,  Smith said.

Still, Buffalo Wild Wings  presentation didn t include any major changes in the brand or its strategy from before Marcato took its position.

Buffalo Wild Wings operates nearly half of its 1,179 locations in the U.S. and Canada. The company has been strategically buying out franchisees over the years when such acquisitions could provide it with a return. And executives hinted that strategy would continue.

 We still think that a well-operated company restaurant can create significantly more profit than franchising,  James Schmidt, chief operating officer of Buffalo Wild Wings, said during the analyst presentation.

The company is also optimistic that it can continue to develop new locations in the U.S., despite concerns of overall market saturation among casual-dining concepts, as well as Buffalo Wild Wings  own recent slowdown.

Buffalo Wild Wings says it can develop another 500 locations in the U.S. and Canada. But the company is slightly shifting from a more suburban model to one in more small towns and urban areas, Schmidt said.

Urban areas can satisfy younger consumers, as well as Baby Boomers who are moving back into cities.

Smaller cities require a smaller box. Buffalo Wild Wings is looking at cities with populations under 50,000 people, where it would build units of 4,000 square feet to 5,000 square feet, rather than the typical 5,000 square feet to 6,000 square feet.

The smaller restaurants cost $1.8 million to open, instead of $2.3 million, but have fewer seats   200 instead of 240   and lower unit volumes of $2.4 million, instead of $3.2 million.

Buffalo Wild Wings is also working extensively on its  Stadia  remodeling program. The company expects to spend $40 million to $45 million a year for the next five years to remodel 60 to 70 company-owned locations annually. Franchisees also expect to remodel locations.

Executives said that the remodel generates 5 percent in additional sales.

The company highlighted areas that it hopes will reverse the same-store sales slip. Buffalo Wild Wings is pushing its lunch daypart, including a 15-minute guarantee, and is also promoting a Wing Tuesdays campaign offering half-price wings.

Buffalo Wild Wings also hopes delivery can ultimately drive sales, while online ordering and to-go business can compete with takeout chains that are stealing some of its sales. The company is testing delivery in two markets, and says its wings would satisfy consumer demand.

Technology, meanwhile, could also be part of the equation. Servers use handheld devices in high-volume restaurants, in some high-cost markets, to reduce labor costs. The company is also exploring menu ordering and payment from the table.

The technology  will drive efficiencies and keep labor flat while labor costs are rising,  Smith said.

Buffalo Wild Wings also affirmed its commitment to growth concepts. The company owns a majority position in the taco concept R Taco, and a minority position in the fast-casual pizza chain PizzaRev.

 We have a responsibility to our stakeholders to be forward-looking,  Smith said.  If we find a concept that has the potential to become a success story, we know how to build restaurants. We know how to build a brand. And we have franchisees that want to expand. 

The two brands  are currently a very small part of our business. But there s strong potential for future growth. 

Contact Jonathan Maze at jonathan.maze@penton.com

 Follow him on Twitter: @jonathanmaze","Restaurants and Food Services"
"Chipotle may add new directors to board"," 

        
        
                
                Chain responds to shareholder feedback calling for change
                
     
 Chain responds to shareholder feedback calling for change 


  read more  ","http://nrn.com/fast-casual/chipotle-may-add-new-directors-board","Tue, 16 Aug 2016 18:49:00 +0000","Workforce","Chipotle may add new directors to boardChipotle Mexican Grill Inc. is interviewing potential additions to its board of directors in response to efforts earlier this year by activist investors to shake up the chain s leadership, the company said Tuesday.

Chris Arnold, Chipotle s communications director, said in a statement the company is interviewing for a new board member and is considering additional board changes  to meet longer-term needs. 

Arnold added that the company is in the process of adopting proxy access provisions, based on results of last year s shareholder voting, which would make it easier for shareholders to nominate directors and seek change.

Earlier this year, investor groups expressed dissatisfaction with Chipotle s board make up as the chain struggled to recover from a series of foodborne illness outbreaks at the end of 2015.

In a letter to shareholders in April, CtW Investment Group argued the Denver-based chain had long outgrown its governance arrangements.

CtW criticized the board s insularity, saying members have had excessively long tenures and were all white and overwhelmingly male.

Proxy advisory firm Institutional Shareholder Services also pointed to a flawed board succession process that hasn t allowed directors  skillsets to keep pace with the chain s size and complexity.

Still, in May the chain s shareholders voted to retain the existing board.

Arnold, however, said Tuesday the company is taking action based on shareholder feedback,  as we generally do,  he said.

The potential new board member would join the nine existing members. Arnold did not offer details on what other changes to the board may be under consideration.

Contact Lisa Jennings at lisa.jennings@penton.com

 Follow her on Twitter: @livetodineout","Restaurants and Food Services"
"The Next 20: STK"," 

        
        
                
                Steakhouse chain strives to serve up an experience, not just a meal
                
     
 Steakhouse chain strives to serve up an experience, not just a meal
 


  read more  ","http://nrn.com/next-20/next-20-stk","Tue, 16 Aug 2016 18:19:00 +0000","The Next 20","The Next 20: STKIt s free but we need to know a little about you to continually improve our content.

 

 Why Register?

Registering allows you to unlock a portion of our premium online content. You can access more in-depth stories and analysis, as well as news not found on any other website or any other media outlet. You also get free eNewsletters, blogs, real-time polls, archives and more.

Attention Print Subscribers:  While you have already been granted free access to NRN we ask that you . We promise it will only take a few minutes!



Questions about your account or how to access content?","Restaurants and Food Services"
"The Next 20: MOD Pizza"," 

        
        
                
                Rapidly growing chain stands out with dedicated staff, charitable efforts
                
     
 Rapidly growing chain stands out with dedicated staff, charitable efforts
 


  read more  ","http://nrn.com/next-20/next-20-mod-pizza","Tue, 16 Aug 2016 18:11:00 +0000","The Next 20","The Next 20: MOD PizzaIt s free but we need to know a little about you to continually improve our content.

 

 Why Register?

Registering allows you to unlock a portion of our premium online content. You can access more in-depth stories and analysis, as well as news not found on any other website or any other media outlet. You also get free eNewsletters, blogs, real-time polls, archives and more.

Attention Print Subscribers:  While you have already been granted free access to NRN we ask that you . We promise it will only take a few minutes!



Questions about your account or how to access content?","Restaurants and Food Services"
"Survey: Little Caesars is most popular among Pok mon Go players"," 

        
        
                
                Find out which restaurants are favored by players of the popular game
                
     
 Find out which restaurants are favored by players of the popular game
 


  read more  ","http://nrn.com/quick-service/survey-little-caesars-most-popular-among-pok-mon-go-players","Tue, 16 Aug 2016 18:07:00 +0000","Quick Service","Survey: Little Caesars is most popular among Pok mon Go playersLittle Caesars, Buffalo Wild Wings and Jack in the Box are the top three most popular restaurant brands among Pok mon Go players, according to the location analytics firm Placed.

The Pok mon Go game debuted on July 7 in the United States, and has since rolled out around the world. McDonald s Corp. officially sponsors Pok mon Go in Japan, where its restaurants debuted as  gyms  for training the game s  pocket monsters  when it launched there in late July.

Nation s Restaurant News asked analytics company Placed, which measures locations via an opt-in audience, to rank the most popular and least popular restaurant brands among consumers for playing Pok mon Go.

The least popular restaurant brands among Pok mon Go players, according to Placed, were Carrabba s Italian Grill, Cracker Barrel and LongHorn Steakhouse.

Restaurant operators have been looking at ways to capitalize on the Pok mon Go craze.

Austin, Texas-based Verts Mediterranean Grill grew traffic 114 percent on a day in mid-July by throwing a Pok mon Go Lure Party.

A survey released this month by MGH, a Baltimore-based marketing communications agency, found that 60 percent of smartphone users who had downloaded the free Pok mon Go game were likely to be lured by businesses that offered player discounts.

MGH also found that 38 percent of those surveyed were also likely to purchase a Pok mon-themed product offering.

Restaurants and bars topped the list of the types of businesses those surveyed noted as offering Pok mon Go-themed products or discounts, while Facebook (72 percent of respondents) and store signage (52 percent) were the platforms from which the majority of players saw Pok mon-related promotions.

The MGH survey found that 56 percent of the respondents who had downloaded Pok mon Go were between the ages of 18 and 29 years old, and female respondents were slightly more likely to have seen Pok mon Go promotions, and were slightly more likely to buy a Pok mon-themed product.

 The best part of Pok mon Go is that it s getting people of all ages out and about; businesses just have to find a way to lure customers in,  Ryan Goff, MGH senior vice president and director of social-marketing, said in a statement.

 With estimated daily users of Pok mon Go still teetering around 20 million, this survey shows there s still a great opportunity for business owners to tap into this unique and active audience to not only drive foot traffic into their venues, but get them to potentially purchase a product,  Goff said.

MGH conducted its survey of 1,000 U.S. smartphone users in July. Respondents ranged in age from 18 to 55 years old.

Contact Ron Ruggless at Ronald.Ruggless@Penton.com

 Follow him on Twitter: @RonRuggless","Restaurants and Food Services"
"The Next 20: Lee s Famous Recipe Chicken"," 

        
        
                
                Fifty-year-old chicken chain thinks outside the box with new tech, menu paring
                
     
 Fifty-year-old chicken chain thinks outside the box with new tech, menu paring 


  read more  ","http://nrn.com/next-20/next-20-lee-s-famous-recipe-chicken","Tue, 16 Aug 2016 18:00:00 +0000","The Next 20","The Next 20: Lee s Famous Recipe ChickenIt s free but we need to know a little about you to continually improve our content.

 

 Why Register?

Registering allows you to unlock a portion of our premium online content. You can access more in-depth stories and analysis, as well as news not found on any other website or any other media outlet. You also get free eNewsletters, blogs, real-time polls, archives and more.

Attention Print Subscribers:  While you have already been granted free access to NRN we ask that you . We promise it will only take a few minutes!



Questions about your account or how to access content?","Restaurants and Food Services"
"The Next 20: Cooper s Hawk Winery & Restaurant"," 

        
        
                
                Casual-dining brand targets wine lovers with tasting room, retail shop
                
     
 Casual-dining brand targets wine lovers with tasting room, retail shop 


  read more  ","http://nrn.com/next-20/next-20-cooper-s-hawk-winery-restaurant","Tue, 16 Aug 2016 17:53:00 +0000","The Next 20","The Next 20: Cooper s Hawk Winery & RestaurantIt s free but we need to know a little about you to continually improve our content.

 

 Why Register?

Registering allows you to unlock a portion of our premium online content. You can access more in-depth stories and analysis, as well as news not found on any other website or any other media outlet. You also get free eNewsletters, blogs, real-time polls, archives and more.

Attention Print Subscribers:  While you have already been granted free access to NRN we ask that you . We promise it will only take a few minutes!



Questions about your account or how to access content?","Restaurants and Food Services"
