,ArticleTitle,Summary,Link,Timestamp,Category,ArticleStory,Label,PredictedLabels,Keywords,ArticleSummary
329,Boehringer stops Giotrif head and neck trials,Boehringer Ingelheim has stopped two phase III trials for its successful lung cancer drug Giotrif (afatinib) on the advice of a data monitoring committee.,http://www.pharmatimes.com/news/boehringer_stops_gilotrif_trials_1081593,"Tue, 26 Jul 2016 11:02:00 +0100",,"Boehringer Ingelheim has stopped two phase III trials for its successful lung cancer drug Giotrif (afatinib) on the advice of a data monitoring committee.

The LUX-Head and Neck 2 and 4 trials were investigating the drug in the new indications of locally advanced head and neck cancer, specifically in patients who show no signs of the disease after chemotherapy. The company was hoping to show that the drug could help keep the cancer from returning, expanding the market for the big-selling medicine.

However, Boehringer says that the committee ""made the assessment that it would be highly unlikely"" that Giotrif, known as Gilotrif in the US, would come out as any better than placebo in the trials after disappointing initial data.

It is not all bad news for the drug though   the LUX-Head and Neck 1 study has shown positive results in recurrent and/or metastatic head and neck cancer and the LUX-Head and Neck 3 trial in Asian patients is expected to continue.

The company also says that it is still investigating Giotrif in other solid tumours.",Pharma,Pharma,"successful lung cancer drug giotrif,boehringer stops giotrif head,locally advanced head,shown positive results,disappointing initial data,data monitoring committee,phase iii trials,neck trialsboehringer ingelheim,metastatic head,neck cancer,investigating giotrif,boehringer ingelheim,big-selling medicine,bad news,neck 3 trial,neck 1 study,solid tumours,asian patients,giotrif,cancer,drug,committee,boehringer","The LUX-Head and Neck 2 and 4 trials were investigating the drug in the new indications of locally advanced head and neck cancer, specifically in patients who show no signs of the disease after chemotherapy. However, Boehringer says that the committee ""made the assessment that it would be highly unlikely"" that Giotrif, known as Gilotrif in the US, would come out as any better than placebo in the trials after disappointing initial data."
330,Top 10 Pharma Companies: Who s Recruiting?,"As the Pharmaceutical industry continues to grow, many have asked where the upcoming investments can be expected to take place. While mapping out the areas of interest specifically which would gain investment from pharma firms over 2016, Tom Macfarlane, drug development professional  noted: Much",http://www.pharma-iq.com/market-access/articles/top-10-pharma-companies-who%E2%80%99s-recruiting,"<span class=""date-display-single"">Tuesday, July 26, 2016</span>",,"Top 10 Pharma Companies: Who s Recruiting? | Pharmaceuticals & Biotechnology | Pharma & Biotech ResourcesA valid e-mail address. All e-mails from the system will be sent to this address. The e-mail address is not made public and will only be used if you wish to receive a new password or wish to receive certain news or notifications by e-mail.

Provide a password for the new account in both fields.",Pharma,Pharma,"pharma & biotech resourcesa valid e-mail address,drug development professional  noted,muchtop 10 pharma companies,top 10 pharma companies,pharmaceutical industry continues,e-mail address,pharma firms,tom macfarlane,gain investment,upcoming investments,pharmaceuticals & biotechnology,interest specifically,made public",| Pharmaceuticals & Biotechnology | Pharma & Biotech ResourcesA valid e-mail address. Provide a password for the new account in both fields.
331,Printable Worldmap: Serialisation &amp; Track And Trace Deadlines,"As the serialisation industry prepares for various approaching deadlines all over the globe, Pharma IQ has created a printable map to assist with your worldwide track and trace compliance strategies.Have Your SayRate this feature and give us your feedback in the comments section below",http://www.pharma-iq.com/supply-chain-amp-security/white-papers/printable-worldmap-serialisation-track-and-trace,"<span class=""date-display-single"">Tuesday, July 19, 2016</span>",,"Printable Worldmap: Serialisation & Track And Trace Deadlines | Pharmaceuticals & Biotechnology | Pharma & Biotech ResourcesA valid e-mail address. All e-mails from the system will be sent to this address. The e-mail address is not made public and will only be used if you wish to receive a new password or wish to receive certain news or notifications by e-mail.

Provide a password for the new account in both fields.",Pharma,Pharma,"pharma & biotech resourcesa valid e-mail address,comments section belowprintable worldmap,serialisation industry prepares,trace compliance strategies,e-mail address,pharma iq,printable worldmap,trace deadlinesas,serialisation &amp,trace deadlines,approaching deadlines,serialisation & track,printable map,pharmaceuticals & biotechnology,made public,worldwide track","Printable Worldmap: Serialisation &amp; Track And Trace DeadlinesAs the serialisation industry prepares for various approaching deadlines all over the globe, Pharma IQ has created a printable map to assist with your worldwide track and trace compliance strategies.Have Your SayRate this feature and give us your feedback in the comments section belowPrintable Worldmap: Serialisation & Track And Trace Deadlines | Pharmaceuticals & Biotechnology | Pharma & Biotech ResourcesA valid e-mail address. The e-mail address is not made public and will only be used if you wish to receive a new password or wish to receive certain news or notifications by e-mail."
332,5 Reasons the Future of Calibration Will Be Governed By Integration,A single error that occurs in a pharmaceutical lab adversely impacts the health of thousands of patients. This is exactly why calibration in a pharmaceutical facility is highly regulated for precision and repeatability. Calibration ensures accurate and reliable measurements as mandated by the,http://www.pharma-iq.com/informatics/articles/5-reasons-the-future-of-calibration-will-be,"<span class=""date-display-single"">Tuesday, July 12, 2016</span>",,"5 Reasons the Future of Calibration Will Be Governed By Integration | Pharmaceuticals & Biotechnology | Pharma & Biotech ResourcesA valid e-mail address. All e-mails from the system will be sent to this address. The e-mail address is not made public and will only be used if you wish to receive a new password or wish to receive certain news or notifications by e-mail.

Provide a password for the new account in both fields.",Pharma,Pharma,"pharma & biotech resourcesa valid e-mail address,pharmaceutical lab adversely impacts,integrationa single error,calibration ensures accurate,e-mail address,pharmaceutical facility,highly regulated,reliable measurements,pharmaceuticals & biotechnology,made public,the5 reasons,e-mail,address",Calibration ensures accurate and reliable measurements as mandated by the5 Reasons the Future of Calibration Will Be Governed By Integration | Pharmaceuticals & Biotechnology | Pharma & Biotech ResourcesA valid e-mail address. All e-mails from the system will be sent to this address.
333,Introducing a new business model for CMOs implementing serialization,"This live webinar hosted by industry experts, Bob Celeste, former Director at GS1 Healthcare US and Torben Vogt,Global Pharma Director at Videojet Technologies will examine the options that CMOs and pharma SMEs have when implementing serialization, and the challenges involved in these processes.",http://www.pharma-iq.com/supply-chain-amp-security/webinars/introducing-a-new-business-model-for-cmos,,,"Introducing a new business model for CMOs implementing serialization | Pharmaceuticals & Biotechnology | Pharma & Biotech ResourcesBob Celeste has over 30 years of experience in the pharmaceutical and medical device industries with a focus on business process re-engineering, information management, standards development and usage. For the past 13 years, Bob was Senior Director, Healthcare with GS1, EPCglobal and GS1 US where he concentrated on working with regulators (FDA, DEA, California, Florida and Nevada Boards of Pharmacy) on the proper use of Master Data Management and track and trace information and practice.

In this capacity, he provided numerous presentations and talks on the subjects of drug traceability, in particular on the 2013 Drug Supply Chain Security Act (DSCSA, Title II of the DQSA) and product Unique Device Identification regulation (UDI).

Bob continues to speak on a broad range of topics concerning Pharmaceutical, Medical Device supply chain issues as well as healthcare provider, brand protection and security.

The Center for Supply Chain Studies (the Center) is a nonprofit organization that serves as a forum for free and open discussion of diverse opinions without in any way attempting to encourage or sanction any particular business practice.",Pharma,Pharma,"cmos implementing serializationthis live webinar hosted,product unique device identification regulation,medical device supply chain issues,2013 drug supply chain security act,pharma & biotech resourcesbob celeste,supply chain studies,medical device industries,cmos implementing serialization,provided numerous presentations,master data management,business process re-engineering,global pharma director,implementing serialization,drug traceability,pharma smes,bob celeste,information management,business model,broad range,title ii,senior director,nevada boards,nonprofit organization,industry experts,videojet technologies,pharmaceuticals & biotechnology,diverse opinions,trace information,open discussion,torben vogt,standards development,challenges involved,brand protection,business practice","In this capacity, he provided numerous presentations and talks on the subjects of drug traceability, in particular on the 2013 Drug Supply Chain Security Act (DSCSA, Title II of the DQSA) and product Unique Device Identification regulation (UDI). The Center for Supply Chain Studies (the Center) is a nonprofit organization that serves as a forum for free and open discussion of diverse opinions without in any way attempting to encourage or sanction any particular business practice."
334,Tips For Creating A Serialisation Strategy,In my last article I talked about the need to be responsive to an evolving picture both when selecting your implementation partners but also when working out what is going to be the best solution for meeting the serialisation requirements and including the make-up of your project team. In this next,http://www.pharma-iq.com/regulatorylegal/columns/tips-for-creating-a-serialisation-strategy,"<span class=""date-display-single"">Tuesday, June 21, 2016</span>",,"Tips For Creating A Serialisation Strategy | Pharmaceuticals & Biotechnology | Pharma & Biotech ResourcesA valid e-mail address. All e-mails from the system will be sent to this address. The e-mail address is not made public and will only be used if you wish to receive a new password or wish to receive certain news or notifications by e-mail.

Provide a password for the new account in both fields.",Pharma,Pharma,"pharma & biotech resourcesa valid e-mail address,e-mail address,serialisation strategyin,serialisation requirements,project team,evolving picture,pharmaceuticals & biotechnology,serialisation strategy,implementation partners,made public,e-mail,address,nexttips,e-mails,talked",Tips For Creating A Serialisation StrategyIn my last article I talked about the need to be responsive to an evolving picture both when selecting your implementation partners but also when working out what is going to be the best solution for meeting the serialisation requirements and including the make-up of your project team. In this nextTips For Creating A Serialisation Strategy | Pharmaceuticals & Biotechnology | Pharma & Biotech ResourcesA valid e-mail address.
335,Implementing a cost effective and interoperable e-TMF system,"The transition from paper to electronic Trial Master File (TMF) system, is a significant task, which is further complicated with the varying views and opinions complicating the route to standardisation. This is partially solved by the new directives under construction alongside the EMA s updated",http://www.pharma-iq.com/clinical/white-papers/implementing-a-cost-effective-and-interoperable-e,"<span class=""date-display-single"">Tuesday, June 21, 2016</span>",,"Implementing a cost effective and interoperable e-TMF system | Pharmaceuticals & Biotechnology | Pharma & Biotech ResourcesThe transition from paper to electronic Trial Master File (TMF) system, is a significant task, which is further complicated with the varying views and opinions complicating the route to standardisation. This is partially solved by the new directives under construction alongside the EMA s updated information providing giving insight into inspector s reviewing behaviours and what has been examined as of late for eTMFs. These much needed points of clarification help inform pharma and biotech companies on how to best create and maintain an eTMF system.

Mapping And Tracking Your Route to an eTMF

It requires a considerable amount of effort and money to implement an eTMF system. This coupled with the multiple complications with implementation, inevitably means that solid aims, goals and objectives are vital for success. Examples of key objectives, which support the existence of an eTMF as well as guiding optimal maintenance, include:

 Maintaining TMF transparency: In the face of different studies featuring a range of compounds which will cause TMFs to vary from case to case sponsors and CROs should aim to maintain astandardised level of TMF knowledge and transparency throughout each and every study.

Process implementation and adaptability. Finding the right process for your company and utilising this method to the best of its ability using an outsourced system. Third party eTMF systems may cause this to become prominent and will demand theadaptation and introduction of new  processes where required.

It s important to ensure that the team is willing to adapt to the new process for the eTMF, which might not occur naturally. Training is going to be a likelynecessity for a handful of people within  the business.

 Maintaining TMF inspection readiness at all times: Complying to relevant regulatory guidelines   including theICH GCP. View our infographic on being inspection ready here

Depending on the filing structure, the transference to an eTMF can be straightforward. Although, if amends are made to the filing structure in parallel to the transference to an eTMF, a lot of confusion can be encountered as this creates a huge migration project.

Key management metrics: This is useful for the maintenance of an eTMF system and can be more involved than with paper format. With paper it is fairly straightforward   a person could pull out the binders, review timelines and apply their knowledge to define a status with a TMF.

The measurement of TMF s quality is vital, using either QC or QA measures. To do this for any eTMF programme one needs the right tools and processes to monitor progress, quality and archiving procedures. Close internal collaboration will be required to devise the certain stages for this.

Increasing and maintaining a high level of eTMF quality throughout all studies.

One of the downfalls  to the implementation of an eTMF is the expense required. In comparison to  a paper TMF, it costs considerably more to   Implement an eTMF study,especially with a debut eTMF study. There are various updated directives focusing tightly on eTMF, like the ICH GCP addendum. As part of the implementation process consultants may be required to review and realign internal processes to ensure everything is compliant and effective, which will require funding.",Pharma,Pharma,"relevant regulatory guidelines   including theich gcp,updated information providing giving insight,electronic trial master file,interoperable e-tmf systemthe transition,updated directives focusing tightly,pharma & biotech resourcesthe transition,maintaining tmf inspection readiness,ich gcp addendum,close internal collaboration,huge migration project,interoperable e-tmf system,key management metrics,guiding optimal maintenance,party etmf systems,realign internal processes,maintain astandardised level,debut etmf study,maintaining tmf transparency,implementation process consultants,inform pharma,inspection ready,biotech companies,high level,filing structure,considerable amount,monitor progress,partially solved,construction alongside,inevitably means,varying views,archiving procedures,multiple complications,significant task,require funding,solid aims,opinions complicating,costs considerably,qa measures,reviewing behaviours,occur naturally,demand theadaptation,key objectives,pharmaceuticals & biotechnology,needed points,outsourced system,etmf programme,cost effective,etmf study,etmf system,process implementation,case sponsors,review timelines,studies featuring,fairly straightforward,paper format,tmf knowledge,paper tmf,expense required,etmf quality,maintaining,study,maintenance,transparency,directives,maintain,tmf,system,implementation,process","Implementing a cost effective and interoperable e-TMF systemThe transition from paper to electronic Trial Master File (TMF) system, is a significant task, which is further complicated with the varying views and opinions complicating the route to standardisation. These much needed points of clarification help inform pharma and biotech companies on how to best create and maintain an eTMF system."
336,Are loopholes endangering Poland s healthcare?,"As Poland announces plans to create a British-style NHS, a recent paper has proposed that one priority should be to address the potential blurred boundaries between public bureaucracies, politicians and industry providers such as pharmaceutical companies.Although the EU controls the approval",http://www.pharma-iq.com/market-access/articles/are-loopholes-endangering-poland%E2%80%99s-healthcare,"<span class=""date-display-single"">Tuesday, June 14, 2016</span>",,"Are loopholes endangering Poland s healthcare? | Pharmaceuticals & Biotechnology | Pharma & Biotech ResourcesA valid e-mail address. All e-mails from the system will be sent to this address. The e-mail address is not made public and will only be used if you wish to receive a new password or wish to receive certain news or notifications by e-mail.

Provide a password for the new account in both fields.",Pharma,Pharma,"pharma & biotech resourcesa valid e-mail address,approvalare loopholes endangering poland,loopholes endangering poland,poland announces plans,potential blurred boundaries,e-mail address,pharmaceutical companies,public bureaucracies,pharmaceuticals & biotechnology,industry providers,british-style nhs,eu controls,made public",| Pharmaceuticals & Biotechnology | Pharma & Biotech ResourcesA valid e-mail address. Provide a password for the new account in both fields.
337,George Clinical Now Registered in South Korea.,"George Clinical   a leading contract research organisation (CRO)in the Asia-Pacific    is now a registered company in South Korea. George Clinical is headquartered in Sydney, Australia and has offices in China, India, Hong Kong, Taiwan, Malaysia, New Zealand, United Kingdom, Czech Republic and the",http://www.pharma-iq.com/clinical/press-releases/george-clinical-now-registered-in-south-korea,"<span class=""date-display-single"">Thursday, June 09, 2016</span>",,"George Clinical Now Registered in South Korea. | Pharmaceuticals & Biotechnology | Pharma & Biotech ResourcesA valid e-mail address. All e-mails from the system will be sent to this address. The e-mail address is not made public and will only be used if you wish to receive a new password or wish to receive certain news or notifications by e-mail.

Provide a password for the new account in both fields.",Pharma,Pharma,"pharma & biotech resourcesa valid e-mail address,leading contract research organisation,e-mail address,czech republic,george clinical,pharmaceuticals & biotechnology,thegeorge clinical,united kingdom,south korea,made public,hong kong,registered company,e-mail,address",| Pharmaceuticals & Biotechnology | Pharma & Biotech ResourcesA valid e-mail address. All e-mails from the system will be sent to this address.
338,Trial Master File Transparency,"In striving towards having an inspection ready TMF, which comprises of thousands of documents and in most cases the work of multiple parties, it is the legal responsibility of a pharma or biotech firm to have a solid grasp on the actual status of the file. By having complete visibility on how far",http://www.pharma-iq.com/clinical/white-papers/trial-master-file-transparency,"<span class=""date-display-single"">Tuesday, June 07, 2016</span>",,"Trial Master File Transparency | Pharmaceuticals & Biotechnology | Pharma & Biotech ResourcesIn striving towards having an inspection ready TMF, which comprises of thousands of documents and in most cases the work of multiple parties, it is the legal responsibility of a pharma or biotech firm to have a solid grasp on the actual status of the file. By having complete visibility on how far away the reality of an airtight Trial Master File is, this provides the pharma firm with an opportunity to alter the project strajectory if needed. This transparency can be preserved via a range of avenues which include having: solid metrics, clear oversight, frequent exchanges with the CRO and accurate understanding of the required documents.

In commissioning a CRO to manage a clinical trial, according to EU regulations the pharma or biotech firm is still responsible for the trial and so they need to retain complete oversight. Inevitably, a sponsor s access to the TMF will be required, which is simplified by the electronic format. The sponsor will also have to decide what proofing needs to be sent by the CRO, so they can ensure the required level of documentation is obtained. Sponsor representatives need to at any given point have an awareness of the project s progress and its level of quality. UK  regulatory body MHRA clarifies that this should stretch to the presence of guidance in the organization to assist the Chief Investigator in maintaining the files via audits. The body added that outsourced workers can be held accountable with oversight documents and plans held by the sponsor s governance department.

In Pharma IQ s 2015 industry research, the effective management of CRO interactions   was voted as the predominant focus for the following 12 months.When outlining an oversight strategy it is wise to establish the CRO s awareness of their responsibilities at the start of the project. This also provides a good opportunity to finalise aspects like how often documents should be uploaded, QC checks and oversight guidelines for the sponsor.

An e-tmf system, coupled with quality metrics that enable the collation of special overview reports, can provide a dashboard view to a sponsor so they can fully grasp the status of the TMF. This can reveal for example how many of the file s 10,000 documents received spot checks from the CRO and what findings have been uncovered.",Pharma,Pharma,"uk  regulatory body mhra clarifies,trial master file transparencyin striving,airtight trial master file,fartrial master file transparency,pharma & biotech resourcesin striving,000 documents received spot checks,special overview reports,inspection ready tmf,retain complete oversight,body added,qc checks,clinical trial,biotech firm,complete visibility,oversight guidelines,clear oversight,oversight strategy,oversight documents,multiple parties,solid grasp,outsourced workers,accurate understanding,chief investigator,effective management,plans held,solid metrics,eu regulations,electronic format,finalise aspects,legal responsibility,predominant focus,e-tmf system,fully grasp,held accountable,governance department,dashboard view,pharmaceuticals & biotechnology,frequent exchanges,2015 industry research,pharma iq,pharma firm,actual status,good opportunity,required documents,quality metrics,project strajectory,sponsor representatives,cro interactions,required level,trial","By having complete visibility on how farTrial Master File Transparency | Pharmaceuticals & Biotechnology | Pharma & Biotech ResourcesIn striving towards having an inspection ready TMF, which comprises of thousands of documents and in most cases the work of multiple parties, it is the legal responsibility of a pharma or biotech firm to have a solid grasp on the actual status of the file. In Pharma IQ s 2015 industry research, the effective management of CRO interactions   was voted as the predominant focus for the following 12 months.When outlining an oversight strategy it is wise to establish the CRO s awareness of their responsibilities at the start of the project."
339,The Case of The Brexit Chain Reaction,"As the UK preps to make its decision on whether to retain its EU membership, many are pondering what chain reactions could lie in wait behind either choice.  Especially as the United Kingdom s pharma and life science industries are keystones for Europe. According to statistics from BMI Research,",http://www.pharma-iq.com/market-access/articles/the-case-of-the-brexit-chain-reaction,"<span class=""date-display-single"">Tuesday, June 07, 2016</span>",,"The Case of The Brexit Chain Reaction | Pharmaceuticals & Biotechnology | Pharma & Biotech ResourcesA valid e-mail address. All e-mails from the system will be sent to this address. The e-mail address is not made public and will only be used if you wish to receive a new password or wish to receive certain news or notifications by e-mail.

Provide a password for the new account in both fields.",Pharma,Pharma,"pharma & biotech resourcesa valid e-mail address,life science industries,brexit chain reaction,brexit chain reactionas,e-mail address,chain reactions,united kingdom,pharmaceuticals & biotechnology,eu membership,bmi research,made public,uk preps,pharma,e-mail","The Case of The Brexit Chain ReactionAs the UK preps to make its decision on whether to retain its EU membership, many are pondering what chain reactions could lie in wait behind either choice. Provide a password for the new account in both fields."
340,"Tokai Eliminating 60% of Workforce, Shrinking to 10 Employees"," 
	Tokai Pharmaceuticals will eliminate approximately 60% of its workforce&mdash;about 15 jobs&mdash;by the end of the third quarter, in a cost-cutting move announced days after the company&rsquo;s lead candidate galeterone failed a Phase III trial. 
 
	The layoffs, disclosed after the close of the markets on July 29, will leave Tokai with 10 full-time employees. Tokai said it expected to save approximately $4.2 million in annualized operating expenses once the job cuts take full effect. 
 
	Employees losing their jobs are being offered severance and outplacement assistance, the company said. Tokai anticipates incurring a charge of approximately $1.3 million in the third quarter related to the reduction, including severance, benefits, and related costs. 
 
	&ldquo;A reduction in force is a very difficult yet necessary step in light of the recent discontinuation of the ARMOR3-SV trial of galeterone in mCRPC [metastatic castration-resistant prostate cancer],&rdquo; Tokai President and CEO Jodie",http://www.genengnews.com/gen-news-highlights/tokai-eliminating-60-of-workforce-shrinking-to-10-employees/81253030/,,,"Tokai Eliminating 60% of Workforce, Shrinking to 10 Employees | News HighlightsTokai Pharmaceuticals will eliminate approximately 60% of its workforce about 15 jobs by the end of the third quarter, in a cost-cutting move announced days after the company s lead candidate galeterone failed a Phase III trial.

The layoffs, disclosed after the close of the markets on July 29, will leave Tokai with 10 full-time employees. Tokai said it expected to save approximately $4.2 million in annualized operating expenses once the job cuts take full effect.

Employees losing their jobs are being offered severance and outplacement assistance, the company said. Tokai anticipates incurring a charge of approximately $1.3 million in the third quarter related to the reduction, including severance, benefits, and related costs.

 A reduction in force is a very difficult yet necessary step in light of the recent discontinuation of the ARMOR3-SV trial of galeterone in mCRPC [metastatic castration-resistant prostate cancer],  Tokai President and CEO Jodie Morrison said in a statement.

Tokai said it shrunk its workforce to cut costs while it conducts a comprehensive evaluation of strategic options for galeterone and its pipeline.

On July 26, Tokai said galeterone failed the Phase III ARMOR3-SV trial, which compared the candidate to Xtandi  (enzalutamide) in treatment-na ve mCRPC patients whose prostate tumors express AR-V7. The company also said it was terminating the ARMOR3-SV trial.

News of the failure sent the company s stock crashing 79%, with the closing price falling $5.20 on July 25 to $1.10 the day the trial failure was announced.

Tokai has global development and commercialization rights to galeterone, which uses the mechanistic pathways of current second-generation hormonal therapies, including abiraterone and enzalutamide, while also introducing a unique third mechanism androgen receptor degradation, which is designed to impair the function of androgen receptors, decreasing their sensitivity to androgen activity and reducing tumor growth.",Pharma,Pharma,"mcrpc [metastatic castration-resistant prostate cancer],treatment-na ve mcrpc patients,prostate tumors express ar-v7,current second-generation hormonal therapies,cost-cutting move announced days,mechanism androgen receptor degradation,lead candidate galeterone failed,phase iii armor3-sv trial,phase iii trial,annualized operating expenses,closing price falling $5,ceo jodie morrison,reducing tumor growth,ceo jodietokai eliminating 60%,tokai anticipates incurring,news highlightstokai pharmaceuticals,galeterone failed,armor3-sv trial,androgen activity,androgen receptors,tokai pharmaceuticals,tokai eliminating 60%,trial failure,including abiraterone,related costs,including severance,strategic options,commercialization rights,global development,offered severance,job cuts,full effect,outplacement assistance,stock crashing 79%,recent discontinuation,cut costs,comprehensive evaluation,mechanistic pathways,tokai president,leave tokai,save approximately $4,eliminate approximately 60%,employees losing,10 full-time employees","Tokai Eliminating 60% of Workforce, Shrinking to 10 Employees 
	Tokai Pharmaceuticals will eliminate approximately 60% of its workforce&mdash;about 15 jobs&mdash;by the end of the third quarter, in a cost-cutting move announced days after the company&rsquo;s lead candidate galeterone failed a Phase III trial. Tokai has global development and commercialization rights to galeterone, which uses the mechanistic pathways of current second-generation hormonal therapies, including abiraterone and enzalutamide, while also introducing a unique third mechanism androgen receptor degradation, which is designed to impair the function of androgen receptors, decreasing their sensitivity to androgen activity and reducing tumor growth."
341,Pfizer Acquires Bamboo Therapeutics in a $645M Deal," 
	Pfizer acquired Bamboo Therapeutics, which focuses on developing gene therapies for the potential treatment of patients with certain rare diseases related to neuromuscular conditions and those affecting the central nervous system. This acquisition significantly expands Pfizer&rsquo;s expertise in gene therapy by providing Pfizer with clinical and several preclinical assets that complement the company&rsquo;s rare disease portfolio, an advanced recombinant adeno-associated virus (rAAV) vector design and production technology, and a fully functional Phase I/II gene therapy manufacturing facility that Bamboo acquired from the University of North Carolina earlier this year, according to&nbsp; Mikael Dolsten, president, Pfizer worldwide research &amp; development. 
 
	&ldquo;The field of gene therapy research has made tremendous strides in recent years, and we are pleased to be able to further enhance our leadership position in this area through this transaction with Bamboo,&rdquo; he said. &ldquo;We bel",http://www.genengnews.com/gen-news-highlights/pfizer-acquires-bamboo-therapeutics-in-a-645m-deal/81253031/,,,"Pfizer Acquires Bamboo Therapeutics in a $645M Deal | News HighlightsPfizer acquired Bamboo Therapeutics, which focuses on developing gene therapies for the potential treatment of patients with certain rare diseases related to neuromuscular conditions and those affecting the central nervous system. This acquisition significantly expands Pfizer s expertise in gene therapy by providing Pfizer with clinical and several preclinical assets that complement the company s rare disease portfolio, an advanced recombinant adeno-associated virus (rAAV) vector design and production technology, and a fully functional Phase I/II gene therapy manufacturing facility that Bamboo acquired from the University of North Carolina earlier this year, according to  Mikael Dolsten, president, Pfizer worldwide research & development.

 The field of gene therapy research has made tremendous strides in recent years, and we are pleased to be able to further enhance our leadership position in this area through this transaction with Bamboo,  he said.  We believe that gene therapy may hold the promise of bringing true disease modification for patients suffering from devastating diseases, and we hope to see this promise come to fruition through new and existing in-house capabilities and potential partnership opportunities in the years to come. 

Bamboo s approximately 11,000-square-foot, fully staffed and operational manufacturing facility has experience producing Phase I/II materials using a superior suspension, cell-based production platform that increases scalability, efficiency, and purity, added Dolsten.  This helps enable [our] Duchenne muscular dystrophy program and other projects requiring large amounts of rAAV,  he continued. The facility, previously known as the University of North Carolina Vector Core facility, has served as a qualified supplier of rAAV vectors for several healthcare companies and academic institutions.

Pfizer previously acquired approximately 22% of Bamboo s fully diluted equity during the first quarter of 2016 for a payment of approximately $43 million. Under the terms of this transaction, Pfizer acquired all of Bamboo s remaining equity for an upfront payment of $150 million, and Bamboo s selling shareholders will be eligible for potential milestone payments of up to $495 million contingent upon the progression of key assets through development, regulatory approval and commercialization. Bamboo is now a wholly owned subsidiary of Pfizer.",Pharma,Pharma,"acquisition significantly expands pfizer&rsquo,news highlightspfizer acquired bamboo therapeutics,north carolina vector core facility,/ii gene therapy manufacturing facility,acquisition significantly expands pfizer,] duchenne muscular dystrophy program,projects requiring large amounts,bringing true disease modification,pfizer worldwide research &amp,belpfizer acquires bamboo therapeutics,pfizer acquires bamboo therapeutics,pfizer acquired bamboo therapeutics,pfizer worldwide research & development,pfizer previously acquired approximately 22%,operational manufacturing facility,north carolina earlier,gene therapy research,rare disease portfolio,developing gene therapies,experience producing phase,wholly owned subsidiary,central nervous system,advanced recombinant adeno-,made tremendous strides,existing in-house capabilities,fully functional phase,rare diseases related,potential milestone payments,potential partnership opportunities,cell-based production platform,fully diluted equity,pfizer acquired,gene therapy,/ii materials,bamboo acquired,providing pfizer,company&rsquo,vector design,fully staffed,devastating diseases,remaining equity,potential treatment,production technology,$645m deal,regulatory approval,neuromuscular conditions,increases scalability,superior suspension,key assets","This acquisition significantly expands Pfizer&rsquo;s expertise in gene therapy by providing Pfizer with clinical and several preclinical assets that complement the company&rsquo;s rare disease portfolio, an advanced recombinant adeno-associated virus (rAAV) vector design and production technology, and a fully functional Phase I/II gene therapy manufacturing facility that Bamboo acquired from the University of North Carolina earlier this year, according to&nbsp; Mikael Dolsten, president, Pfizer worldwide research &amp; development. We believe that gene therapy may hold the promise of bringing true disease modification for patients suffering from devastating diseases, and we hope to see this promise come to fruition through new and existing in-house capabilities and potential partnership opportunities in the years to come."
